name,category,occasion,relationship,interests,personality,price,description
Hand Care Kit - Edition 5,Beauty,Thank You,Colleague,skincare beauty self care wellness,"Practical, Minimalist",1620,"Hand Care Kit - Edition 5, curated for skincare lovers and suitable for thank you gifting."
Hand Care Kit - Edition 6,Beauty,Just Because,Classmate,skincare beauty self care wellness,"Adventurous, Extroverted",1800,"Hand Care Kit - Edition 6, curated for skincare lovers and suitable for just because gifting."
Hand Care Kit - Edition 7,Beauty,Birthday,Mentor,skincare beauty self care wellness,"Introverted, Intellectual",1980,"Hand Care Kit - Edition 7, curated for skincare lovers and suitable for birthday gifting."
Hair Care Gift Set - Edition 1,Beauty,Friendship Day,Parent,skincare beauty self care wellness,"Classic, Sentimental",900,"Hair Care Gift Set - Edition 1, curated for skincare lovers and suitable for friendship day gifting."
Hair Care Gift Set - Edition 2,Beauty,Wedding,Family,skincare beauty self care wellness,"Creative, Sentimental",1080,"Hair Care Gift Set - Edition 2, curated for skincare lovers and suitable for wedding gifting."
Hair Care Gift Set - Edition 3,Beauty,Promotion,Colleague,skincare beauty self care wellness,"Romantic, Stylish",1260,"Hair Care Gift Set - Edition 3, curated for skincare lovers and suitable for promotion gifting."
Hair Care Gift Set - Edition 4,Beauty,Thank You,Classmate,skincare beauty self care wellness,"Practical, Minimalist",1440,"Hair Care Gift Set - Edition 4, curated for skincare lovers and suitable for thank you gifting."
Hair Care Gift Set - Edition 5,Beauty,Just Because,Mentor,skincare beauty self care wellness,"Adventurous, Extroverted",1620,"Hair Care Gift Set - Edition 5, curated for skincare lovers and suitable for just because gifting."
Hair Care Gift Set - Edition 6,Beauty,Birthday,Partner,skincare beauty self care wellness,"Introverted, Intellectual",1800,"Hair Care Gift Set - Edition 6, curated for skincare lovers and suitable for birthday gifting."
Hair Care Gift Set - Edition 7,Beauty,Anniversary,Best Friend,skincare beauty self care wellness,"Funny, Trendy",1980,"Hair Care Gift Set - Edition 7, curated for skincare lovers and suitable for anniversary gifting."
Beauty Travel Pouch - Edition 1,Beauty,Wedding,Colleague,skincare beauty self care wellness,"Creative, Sentimental",900,"Beauty Travel Pouch - Edition 1, curated for skincare lovers and suitable for wedding gifting."
Beauty Travel Pouch - Edition 2,Beauty,Promotion,Classmate,skincare beauty self care wellness,"Romantic, Stylish",1080,"Beauty Travel Pouch - Edition 2, curated for skincare lovers and suitable for promotion gifting."
Beauty Travel Pouch - Edition 3,Beauty,Thank You,Mentor,skincare beauty self care wellness,"Practical, Minimalist",1260,"Beauty Travel Pouch - Edition 3, curated for skincare lovers and suitable for thank you gifting."
Beauty Travel Pouch - Edition 4,Beauty,Just Because,Partner,skincare beauty self care wellness,"Adventurous, Extroverted",1440,"Beauty Travel Pouch - Edition 4, curated for skincare lovers and suitable for just because gifting."
Beauty Travel Pouch - Edition 5,Beauty,Birthday,Best Friend,skincare beauty self care wellness,"Introverted, Intellectual",1620,"Beauty Travel Pouch - Edition 5, curated for skincare lovers and suitable for birthday gifting."
Beauty Travel Pouch - Edition 6,Beauty,Anniversary,Friend,skincare beauty self care wellness,"Funny, Trendy",1800,"Beauty Travel Pouch - Edition 6, curated for skincare lovers and suitable for anniversary gifting."
Beauty Travel Pouch - Edition 7,Beauty,Valentines Day,Sibling,skincare beauty self care wellness,"Techie, Practical",1980,"Beauty Travel Pouch - Edition 7, curated for skincare lovers and suitable for valentines day gifting."
Wireless Earbuds - Edition 1,Technology,Anniversary,Best Friend,technology gadgets productivity,"Romantic, Stylish",1200,"Wireless Earbuds - Edition 1, curated for technology lovers and suitable for anniversary gifting."
Wireless Earbuds - Edition 2,Technology,Valentines Day,Friend,technology gadgets productivity,"Practical, Minimalist",1440,"Wireless Earbuds - Edition 2, curated for technology lovers and suitable for valentines day gifting."
Wireless Earbuds - Edition 3,Technology,Graduation,Sibling,technology gadgets productivity,"Adventurous, Extroverted",1680,"Wireless Earbuds - Edition 3, curated for technology lovers and suitable for graduation gifting."
Wireless Earbuds - Edition 4,Technology,Housewarming,Parent,technology gadgets productivity,"Introverted, Intellectual",1920,"Wireless Earbuds - Edition 4, curated for technology lovers and suitable for housewarming gifting."
Wireless Earbuds - Edition 5,Technology,Farewell,Family,technology gadgets productivity,"Funny, Trendy",2160,"Wireless Earbuds - Edition 5, curated for technology lovers and suitable for farewell gifting."
Wireless Earbuds - Edition 6,Technology,Christmas,Colleague,technology gadgets productivity,"Techie, Practical",2400,"Wireless Earbuds - Edition 6, curated for technology lovers and suitable for christmas gifting."
Wireless Earbuds - Edition 7,Technology,Friendship Day,Classmate,technology gadgets productivity,"Classic, Sentimental",2640,"Wireless Earbuds - Edition 7, curated for technology lovers and suitable for friendship day gifting."
Portable Bluetooth Speaker - Edition 1,Technology,Valentines Day,Sibling,technology gadgets productivity,"Practical, Minimalist",1200,"Portable Bluetooth Speaker - Edition 1, curated for technology lovers and suitable for valentines day gifting."
Portable Bluetooth Speaker - Edition 2,Technology,Graduation,Parent,technology gadgets productivity,"Adventurous, Extroverted",1440,"Portable Bluetooth Speaker - Edition 2, curated for technology lovers and suitable for graduation gifting."
Portable Bluetooth Speaker - Edition 3,Technology,Housewarming,Family,technology gadgets productivity,"Introverted, Intellectual",1680,"Portable Bluetooth Speaker - Edition 3, curated for technology lovers and suitable for housewarming gifting."
Portable Bluetooth Speaker - Edition 4,Technology,Farewell,Colleague,technology gadgets productivity,"Funny, Trendy",1920,"Portable Bluetooth Speaker - Edition 4, curated for technology lovers and suitable for farewell gifting."
Portable Bluetooth Speaker - Edition 5,Technology,Christmas,Classmate,technology gadgets productivity,"Techie, Practical",2160,"Portable Bluetooth Speaker - Edition 5, curated for technology lovers and suitable for christmas gifting."
Portable Bluetooth Speaker - Edition 6,Technology,Friendship Day,Mentor,technology gadgets productivity,"Classic, Sentimental",2400,"Portable Bluetooth Speaker - Edition 6, curated for technology lovers and suitable for friendship day gifting."
Portable Bluetooth Speaker - Edition 7,Technology,Wedding,Partner,technology gadgets productivity,"Creative, Sentimental",2640,"Portable Bluetooth Speaker - Edition 7, curated for technology lovers and suitable for wedding gifting."
Smart Desk Lamp - Edition 1,Technology,Graduation,Family,technology gadgets productivity,"Adventurous, Extroverted",1200,"Smart Desk Lamp - Edition 1, curated for technology lovers and suitable for graduation gifting."
Smart Desk Lamp - Edition 2,Technology,Housewarming,Colleague,technology gadgets productivity,"Introverted, Intellectual",1440,"Smart Desk Lamp - Edition 2, curated for technology lovers and suitable for housewarming gifting."
Smart Desk Lamp - Edition 3,Technology,Farewell,Classmate,technology gadgets productivity,"Funny, Trendy",1680,"Smart Desk Lamp - Edition 3, curated for technology lovers and suitable for farewell gifting."
Smart Desk Lamp - Edition 4,Technology,Christmas,Mentor,technology gadgets productivity,"Techie, Practical",1920,"Smart Desk Lamp - Edition 4, curated for technology lovers and suitable for christmas gifting."
Smart Desk Lamp - Edition 5,Technology,Friendship Day,Partner,technology gadgets productivity,"Classic, Sentimental",2160,"Smart Desk Lamp - Edition 5, curated for technology lovers and suitable for friendship day gifting."
Smart Desk Lamp - Edition 6,Technology,Wedding,Best Friend,technology gadgets productivity,"Creative, Sentimental",2400,"Smart Desk Lamp - Edition 6, curated for technology lovers and suitable for wedding gifting."
Smart Desk Lamp - Edition 7,Technology,Promotion,Friend,technology gadgets productivity,"Romantic, Stylish",2640,"Smart Desk Lamp - Edition 7, curated for technology lovers and suitable for promotion gifting."
Phone Stand - Edition 1,Technology,Housewarming,Classmate,technology gadgets productivity,"Introverted, Intellectual",1200,"Phone Stand - Edition 1, curated for technology lovers and suitable for housewarming gifting."
Phone Stand - Edition 2,Technology,Farewell,Mentor,technology gadgets productivity,"Funny, Trendy",1440,"Phone Stand - Edition 2, curated for technology lovers and suitable for farewell gifting."
Phone Stand - Edition 3,Technology,Christmas,Partner,technology gadgets productivity,"Techie, Practical",1680,"Phone Stand - Edition 3, curated for technology lovers and suitable for christmas gifting."
Phone Stand - Edition 4,Technology,Friendship Day,Best Friend,technology gadgets productivity,"Classic, Sentimental",1920,"Phone Stand - Edition 4, curated for technology lovers and suitable for friendship day gifting."
Phone Stand - Edition 5,Technology,Wedding,Friend,technology gadgets productivity,"Creative, Sentimental",2160,"Phone Stand - Edition 5, curated for technology lovers and suitable for wedding gifting."
Phone Stand - Edition 6,Technology,Promotion,Sibling,technology gadgets productivity,"Romantic, Stylish",2400,"Phone Stand - Edition 6, curated for technology lovers and suitable for promotion gifting."
Phone Stand - Edition 7,Technology,Thank You,Parent,technology gadgets productivity,"Practical, Minimalist",2640,"Phone Stand - Edition 7, curated for technology lovers and suitable for thank you gifting."
Wireless Charging Pad - Edition 1,Technology,Farewell,Partner,technology gadgets productivity,"Funny, Trendy",1200,"Wireless Charging Pad - Edition 1, curated for technology lovers and suitable for farewell gifting."
Wireless Charging Pad - Edition 2,Technology,Christmas,Best Friend,technology gadgets productivity,"Techie, Practical",1440,"Wireless Charging Pad - Edition 2, curated for technology lovers and suitable for christmas gifting."
Wireless Charging Pad - Edition 3,Technology,Friendship Day,Friend,technology gadgets productivity,"Classic, Sentimental",1680,"Wireless Charging Pad - Edition 3, curated for technology lovers and suitable for friendship day gifting."
Wireless Charging Pad - Edition 4,Technology,Wedding,Sibling,technology gadgets productivity,"Creative, Sentimental",1920,"Wireless Charging Pad - Edition 4, curated for technology lovers and suitable for wedding gifting."
Wireless Charging Pad - Edition 5,Technology,Promotion,Parent,technology gadgets productivity,"Romantic, Stylish",2160,"Wireless Charging Pad - Edition 5, curated for technology lovers and suitable for promotion gifting."
Wireless Charging Pad - Edition 6,Technology,Thank You,Family,technology gadgets productivity,"Practical, Minimalist",2400,"Wireless Charging Pad - Edition 6, curated for technology lovers and suitable for thank you gifting."
Wireless Charging Pad - Edition 7,Technology,Just Because,Colleague,technology gadgets productivity,"Adventurous, Extroverted",2640,"Wireless Charging Pad - Edition 7, curated for technology lovers and suitable for just because gifting."
Laptop Sleeve - Edition 1,Technology,Christmas,Friend,technology gadgets productivity,"Techie, Practical",1200,"Laptop Sleeve - Edition 1, curated for technology lovers and suitable for christmas gifting."
Laptop Sleeve - Edition 2,Technology,Friendship Day,Sibling,technology gadgets productivity,"Classic, Sentimental",1440,"Laptop Sleeve - Edition 2, curated for technology lovers and suitable for friendship day gifting."
